Name,PlaceID,Address,Rating,Author,Review
Koko Lime Cafe,ChIJ00c5nzs71moRuXa9LnzD-MM,"20A Alchester Cres, Boronia",4.6,Kristdel Bolog,"We had a team lunch here on the fly and weren't disappointed. The food was really yummy and homely and came out quickly. Price was reasonable and staff were friendly.

The portions were really large and the burger and omelette both came with chips which were flavourful and crispy."
Koko Lime Cafe,ChIJ00c5nzs71moRuXa9LnzD-MM,"20A Alchester Cres, Boronia",4.6,Louis Lau,"Good cosy little cafe in the neighborhood. Serving great variety of food and beverages. Generous portion, good price and friendly services."
Bellboy Cafe | Brunswick Cafe,ChIJWSzcZjhD1moRCtQCW0KQM3k,"131 Nicholson St, Brunswick East",4.9,Sherelle Shea,Best bagels of my life.  So much flavor.  Bagels were softer than I am used to and so lovely to eat. Coffee was fab too.
Bellboy Cafe | Brunswick Cafe,ChIJWSzcZjhD1moRCtQCW0KQM3k,"131 Nicholson St, Brunswick East",4.9,Sophia Sakellaropoulos,"What a Sunday delight!!

We ordered the crab roll and the fritters with the side of halloumi  everything was really tasty. Coffee was great too.

Such a nice space especially in the sun, we will definitely go back."
Bellboy Cafe | Brunswick Cafe,ChIJWSzcZjhD1moRCtQCW0KQM3k,"131 Nicholson St, Brunswick East",4.9,Cait Y,"Bellboy Cafe offers a delightful dining experience with its flavourful Chermoula Chicken and freshly roasted coffee beans. The cafe's aesthetic charm, featuring high ceilings, ample natural lighting, and cozy booths, creates an inviting atmosphere. The food surprises with a perfect balance of flavours—sweet, sour and salty—exceeding expectations.

Moreover, what truly sets Bellboy apart is its exceptional customer service, embodied by Emilio, the host. Emilio's genuine warmth and attentiveness, coupled with insightful recommendations about Melbourne, enhanced the overall experience.

Additionally, Bellboy is pet-friendly, providing a little kennel and dog bowls for furry companions to rest comfortably. Whether you're craving great food or exceptional hospitality, Bellboy comes highly recommended."
Bellboy Cafe | Brunswick Cafe,ChIJWSzcZjhD1moRCtQCW0KQM3k,"131 Nicholson St, Brunswick East",4.9,Olivia Cowan,"Very friendly service. Food was top-tier, so fresh, the bagel options are so creative and burst with flavour. Great coffee! (Would have loved a lactose free milk option though!)"
Bellboy Cafe | Brunswick Cafe,ChIJWSzcZjhD1moRCtQCW0KQM3k,"131 Nicholson St, Brunswick East",4.9,Vincent Dang,"Stopped here for quick brunch. Surprisingly, food was delicious and cheap. Coffee was decent. Very friendly and prompt service, nice atmosphere. I will definitely come back."
Quarter Two Cafe,ChIJYT1SO_dc1moRnUvT0AdlVCk,"23A Gladstone St, Moonee Ponds",4.3,Penelope Stark-Wolff,"What a great new little place! It was quite busy and the owner was just lovely with ensuring we could get a table, along with the others waiting. Coffee was great, the breakfast is affordable and in my opinion a perfect portion size. Friendly staff who were prompt and attentive. I also bought 2 boxes of pastry’s because they were staring at me and they were an absolute delight, particularly the custard filled Italian sweet and carrot cake, YUM! Well done to the owners and staff, I’ll definitely return."
Quarter Two Cafe,ChIJYT1SO_dc1moRnUvT0AdlVCk,"23A Gladstone St, Moonee Ponds",4.3,Lucy Vassallo,Great vibe at this place. Excellent service and generous food portions. We had the Ricotta. hot cake and Mortedella Benedict. Fresh and yummy. Price point is pretty good too! Busy but not too busy to provide you with a smile and great service!!
Quarter Two Cafe,ChIJYT1SO_dc1moRnUvT0AdlVCk,"23A Gladstone St, Moonee Ponds",4.3,Aryan Sinanan,"Having been through a number of menu items over a few visits, I can say with confidence this spot is worth your time. The staff are super friendly, there are some great breakfast options (my preference remains the chilli scrambled eggs) and the coffee is excellent. A few extra points for opening at 5.3a, makes it super easy to get in early and have a quiet breakfast and a coffee before you start your day."
Quarter Two Cafe,ChIJYT1SO_dc1moRnUvT0AdlVCk,"23A Gladstone St, Moonee Ponds",4.3,Melissa Pagano,Ive been coming here weekly since it’s opened because of the beautiful service and iced lattes. My young daughter also loves coming here as the staff always engage with her and serve her delicious babyccino’s. The food is on point and can’t wait to try more dishes on the menu!
Quarter Two Cafe,ChIJYT1SO_dc1moRnUvT0AdlVCk,"23A Gladstone St, Moonee Ponds",4.3,Bruce Foot,"We drive from Footscray for the coffee. Great cafe in an old church. Good range of light food/panini’s and toasties. We shared the steak roll which was substantial and cooked to medium rare, with a huge serving of fries. Very good"
Parkers Cafe,ChIJZ2xRYblt1moR-2Pe8AVfy6E,"79 Parkers Rd, Parkdale",4.4,Vicky K,The coffee is amazing. Its spot on every time i order. The staff are always friendly and welcoming. My absolute favourite is the super moist carrot cake they usually have at the counter. Its insanely yummy. Highly recommend Parkers Cafe. Its my go to place for coffee any day of the week.
Parkers Cafe,ChIJZ2xRYblt1moR-2Pe8AVfy6E,"79 Parkers Rd, Parkdale",4.4,Dudu Gee,"This store is racist. Or can you explain this?
My colleague told me that the matcha at the corner is good. I went to the wrong Parkers Cafe and asked can Ihave two cups of matcha. Before I finished speaking, she turned her head away and told me with a red face that they only had one cup left. But I saw whole box of matcha powder. Then the matcha looked like milk."
Parkers Cafe,ChIJZ2xRYblt1moR-2Pe8AVfy6E,"79 Parkers Rd, Parkdale",4.4,Adam Brown,"Really lovely, unassuming cafe. Prompt and friendly service. Seating outside was great on a nice day, under cover and spaced fairly generously.

Coffee was delicious if slightly on the smaller side. All day breakfast and plenty of nice sounding lunch options. Food came out quite quickly and was well presented. Good mix of flavours and generally balanced.

Can't fault this place. Looking forward to going back again. Very dog friendly too."
Parkers Cafe,ChIJZ2xRYblt1moR-2Pe8AVfy6E,"79 Parkers Rd, Parkdale",4.4,David Creedon,"I waited so long (Friday 14/6/24, 9.45am) for a bowl of oats w dried fruit that I asked waitress (only after customers who’d arrived later had already been served food) if they were still growing the oats! Staff obviously lacked interest/training/both. Very expensive too, though quite nice, admittedly. Only 2 stars overall, primarily cos the company was good 🥴"
Parkers Cafe,ChIJZ2xRYblt1moR-2Pe8AVfy6E,"79 Parkers Rd, Parkdale",4.4,Caoimhin O'Feinneadha,"Very slow service, and then some of our order never arrived. No apology from the wait staff when we mentioned it.
Witnessed an Uber driver being told he has a15 minute wait, at which point he bolted.
We had stopped coming for the same reason, but decided to give it another go. Same same.
If the kitchen can’t service that many tables, don’t have them.
The 10% Sunday surcharge was an unpleasant surprise, and as is does not appear to be displayed anywhere, never mind displayed as prominently as the prices themselves, it is illegal."
House Blend,ChIJGdMA0Jtd1moRWP57vHhPjho,"3/280 King St, Melbourne",4.9,Angus Adams,"House Blend on King Street is a hidden gem in Melbourne!
Jared, the owner, is an absolute legend—always welcoming and great to chat with. The atmosphere is cozy and relaxed, perfect for catching up with friends or getting some work done. The coffee is consistently top-notch, and the food never disappoints. Whether you’re a regular or popping in for the first time, House Blend makes you feel like part of the community. Highly recommend giving it a visit!"
House Blend,ChIJGdMA0Jtd1moRWP57vHhPjho,"3/280 King St, Melbourne",4.9,Ruby Zhang,"The coffee, food and service here is great!! Glad that it's 4min walk away from where we were staying:)"
House Blend,ChIJGdMA0Jtd1moRWP57vHhPjho,"3/280 King St, Melbourne",4.9,Karen Kwok,"I owe you a review boss 🫡

Been a regular here since I landed in Melb a few months ago. The coffee to go is great here and the pastries are on point too. Really appreciate the warm hospitality and hope to be back soon!"
House Blend,ChIJGdMA0Jtd1moRWP57vHhPjho,"3/280 King St, Melbourne",4.9,Matias Alvarez,Amazing place! Excellent coffee and sandwiches as well as the chocolate croissant. The owner was super friendly and really take care of the costumers 🙌🏼
House Blend,ChIJGdMA0Jtd1moRWP57vHhPjho,"3/280 King St, Melbourne",4.9,Therese Ang,Vibe was warm and friendly thanks to the owner and staff; great latte and pastries!
"For Change Cafe, Brunswick",ChIJwycPs6xc1moRMEYSsxC3WZo,"6 Florence St, Brunswick",4.9,Joanne Collier,"We visited the Brunswick store whilst over from New Zealand,  by far the best coffee we had when visiting,  the Rhubarb Danish was also amazing. The staff are so friendly and knowledgeable of the area. We can't wait to visit again and try one of the delicious looking toastie sammies they sold. Highly recommend this cafe when in Brunswick, right by the train station. Dog friendly as well."
"For Change Cafe, Brunswick",ChIJwycPs6xc1moRMEYSsxC3WZo,"6 Florence St, Brunswick",4.9,Alannah Andrews,"I come here almost every weekday on my way to work. There are plenty more places about - but none compare. Marmaduke and Paige (pseudonyms but you’ll work it out) are just delightful, and their coffee always spot on."
"For Change Cafe, Brunswick",ChIJwycPs6xc1moRMEYSsxC3WZo,"6 Florence St, Brunswick",4.9,Jesse Stevens,"I eat here all the time. Their toasties are next level and they're so lovely also.

Highly recommend the tofu toastie with jalapenos. Super crispy and tasty every single time with the the coleslaw on there too.

Always greeted with a smile and I've noticed the whole neighbourhood pops in almost daily.

Grab a coffee and food here and sit in the park nearby for an excellent lunch"
"For Change Cafe, Brunswick",ChIJwycPs6xc1moRMEYSsxC3WZo,"6 Florence St, Brunswick",4.9,Courtney Gregg,"Love this place! Serving up more than just great coffee—it brews up hope and positive change in the community. For Change Cafe: where the coffee’s hot, but the trainers? Even hotter, thanks to the incredible job they do. The coffee’s strong, the cause is stronger, and if you’re not sipping here, what are you even doing in Brunswick?"
"For Change Cafe, Brunswick",ChIJwycPs6xc1moRMEYSsxC3WZo,"6 Florence St, Brunswick",4.9,John S,"Fantastic little coffee shop. The staff are super friendly, the coffee is excellent and the food tasty. My dogs love visiting the cafe where they get home made treats and lots of attention."
Otherside Coffee,ChIJe8M9elxD1moRschc9BopmmY,"Shop 3/188 Little Collins St, Melbourne",4.7,Scarlett H,"A cozy gem with a welcoming vibe! The bright smiley coffee cups add a cheerful touch, perfectly matching the rustic, relaxing atmosphere. Great spot to unwind with a delicious brew surrounded by thoughtful details like potted plants and exposed brick."
Otherside Coffee,ChIJe8M9elxD1moRschc9BopmmY,"Shop 3/188 Little Collins St, Melbourne",4.7,Benjamin Lewis,"Cute and cool little cafe spot in Melbourne cbd, totally shocked and very happy with the prices. So affordable right now. No extra charges for alternate milks or decaf 😌🚶🏻‍♂️ thank you, spreading the word and will be back"
Otherside Coffee,ChIJe8M9elxD1moRschc9BopmmY,"Shop 3/188 Little Collins St, Melbourne",4.7,Joweli,A cozy joint for a quick coffee break. What sets this apart from the many other cafes in town is their very reasonable prices without compromising on quality or quantity.
Otherside Coffee,ChIJe8M9elxD1moRschc9BopmmY,"Shop 3/188 Little Collins St, Melbourne",4.7,Brittany C,"Superb, cheap coffee in Melbourne. Who knew that was a thing! So excited to see a cafe that had cheap coffee AND it wasn't cheap and bad! Great coffee, happy wallet and happy staff"
Otherside Coffee,ChIJe8M9elxD1moRschc9BopmmY,"Shop 3/188 Little Collins St, Melbourne",4.7,Chris Price (Pricey),"This needs to be more of a PSA than a google review but the coffee here is very good and ONLY $3.40 for a small plus $0 for alternative milk! What a steal, thank you Otherside for keeping it real.
There also an extensive selection of health grab and go food options available, what a little gem 💎"
Mid Square Coffee,ChIJEXTSY9JC1moRNSbH6fvX7pw,"119 Pelham St, Carlton",4.7,Matthew Aitken,"I had to visit this local coffee spot after seeing the positive reviews and decor. It's well tucked away just off Swanston however when you know, you know. Was greeted quickly however the staff member seemed a little disinterested to see customers.

The service was fantastic however and my oat latte was of a high standard. Great coffee hardware behind the counter and an experienced barista made the investment worthwhile. Definitely somewhere to purchase great coffee."
Mid Square Coffee,ChIJEXTSY9JC1moRNSbH6fvX7pw,"119 Pelham St, Carlton",4.7,Jack Wan Kyal,"I always come to this coffee shop for an almond latte and skinny latte at times. Rest assured, the coffee was served even with insane amount of coffees lining up for coffees and a busy cafe. Nonetheless, the almond latte here is blended and mix to perfection. You can literally distinguish the taste between the almond milk and the coffee beans, a perfect barista and blending skills. Jeff and Jess here will look after you and ensure your coffee experience in Carlton is quiet and delightful while ensuring you leave the cafe with tranquility and happiness."
Mid Square Coffee,ChIJEXTSY9JC1moRNSbH6fvX7pw,"119 Pelham St, Carlton",4.7,Samantha T,"The chicken slaw toastie was amazing. Crisp bread, juicy chicken, and crunchy slaw. Extra points for the yummy drinks we got, honey lemon ginger and oat chai."
Mid Square Coffee,ChIJEXTSY9JC1moRNSbH6fvX7pw,"119 Pelham St, Carlton",4.7,Jay Xiang,Friendly and nice customer service. Awesome coffee and food! Toasties are so good as well as iced latte. Very unique cafe.
Mid Square Coffee,ChIJEXTSY9JC1moRNSbH6fvX7pw,"119 Pelham St, Carlton",4.7,Yos William,Had a meeting here and ordered their ice chocolate. It was pretty good.
Coffee Place 189,ChIJuaWzO-lD1moRhcGnGxniPcQ,"189 State Route 34, 8 Raffa Pl, Carlton",4.8,Marianne Tijs,"Like a little neighbourhood living room. People coming in and out, chatting with the lovely owners and each other. Heaps of magazines and books and great coffee. Loved the atmosphere!"
Coffee Place 189,ChIJuaWzO-lD1moRhcGnGxniPcQ,"189 State Route 34, 8 Raffa Pl, Carlton",4.8,Adrienne Zervos,"Beautiful coffee, friendly owners - feels like being in a country town. Wish we could transport this cafe to Sydney!"
Coffee Place 189,ChIJuaWzO-lD1moRhcGnGxniPcQ,"189 State Route 34, 8 Raffa Pl, Carlton",4.8,Casper Wauters,"Amazing little coffee cafe, with great coffee and great atmosphere. Like sitting in your living room having a chat with all customers!"
Coffee Place 189,ChIJuaWzO-lD1moRhcGnGxniPcQ,"189 State Route 34, 8 Raffa Pl, Carlton",4.8,Michele Elkington,"Beautiful little cafe, intimate and cozy atmosphere, fresh baguettes that are shockingly cheap, good coffee and lovely service"
Coffee Place 189,ChIJuaWzO-lD1moRhcGnGxniPcQ,"189 State Route 34, 8 Raffa Pl, Carlton",4.8,Alex Platt,"First time today! Great little spot with friendly service and fresh bread / baguettes and pasta.

Will return :)"
Little Bang Espresso,ChIJxbiCYstC1moRsuQ2BKEFfm4,"Building 12, Level 2, 394/412 Swanston St, Melbourne",4.6,Lisa Waller,"Little Bang is the best cafe at RMIT Melbourne. The coffee is consistently excellent and the staff are talented, fast and friendly. It’s a nice room for casual meetings and the music is always good. Hard to go past."
Little Bang Espresso,ChIJxbiCYstC1moRsuQ2BKEFfm4,"Building 12, Level 2, 394/412 Swanston St, Melbourne",4.6,N J,"The most balanced mouthful café Latte I’d ever have in Melbourne cbd!!!! I have been here many times! The sourdough sandwiches have never gone wrong, excellent staffs and skilled professionals barista!!!! If you wanna find the excellent coffee this place is A MUST!"
Little Bang Espresso,ChIJxbiCYstC1moRsuQ2BKEFfm4,"Building 12, Level 2, 394/412 Swanston St, Melbourne",4.6,Jessica Loeding,"Little Bang Espresso at RMIT is a gem on campus, offering a cosy environment that is warm and inviting. The thoughtfully arranged seating areas create an atmosphere that is both calming and conducive to focus. One of the standout features of Little Bang Espresso is the staff. They are not only friendly and approachable but also exuded a genuine warmth.

The efficiency of service here is commendable. Despite the steady stream of students and staff stopping by for their caffeine fix, drinks are prepared speedily without compromising on quality. Whether you're in between classes or on a quick break from work, with drinks made with such efficiency, you won’t have to wait long to savour your beverage.

The menu boasts a wide range of beverages, from classic hot drinks to refreshing juices, catering to every preference. On my recent visit, I opted for a chai latte, and I was very impressed. The warmth of the drink made it a comforting choice on a chilly day.

Complementing their drink menu is an impressive selection of pastries. These treats pair wonderfully with any of their drinks and are a great option for a light snack or indulgent treat. During my visit, we found a cosy corner table that became the perfect spot to unwind. It’s little details like these – the comfortable seating, the inviting decor, and the thoughtful layout – that make Little Bang Espresso a standout on campus. Whether you’re a student, a staff member, or simply passing by, a visit to Little Bang Espresso is bound to brighten your day."
Little Bang Espresso,ChIJxbiCYstC1moRsuQ2BKEFfm4,"Building 12, Level 2, 394/412 Swanston St, Melbourne",4.6,Marklin Ho,"12 Oct 2022 ☘️ Had our very first meal of Australia in this inviting and relaxing cafe 😋 straight after landing in Melbourne Airport

Thank you Ms. April and your colleague for a positive first impression 🙏🏻🌸 excellent service!

My mum and I are so glad to have chosen Victoria as our first holiday destination via air travel in 2022 ❤️ which is perfect considering we had such a fulfilling vacay two years ago soaking in the sights and sounds of Melbourne :)"
Little Bang Espresso,ChIJxbiCYstC1moRsuQ2BKEFfm4,"Building 12, Level 2, 394/412 Swanston St, Melbourne",4.6,SOYEON YU,Visited two times during my stays in Melbourne. Nice place to have a morning coffee! Not only the coffee but also banaba bread was so good !!
First Love Coffee Collins St,ChIJu8iveCtd1moRf1RMo6LfaZA,"Tenancy 4/433 Collins St, Melbourne",4.5,Barnaby Lim,This is a regular spot for good coffee and a croissant. There's a nice lawn outside to sit on on a nice sunny day. There's even sparkling water on tap! Conveniently located in front of the W hotel. Don't forget the point card that gets you free 10th coffee!
First Love Coffee Collins St,ChIJu8iveCtd1moRf1RMo6LfaZA,"Tenancy 4/433 Collins St, Melbourne",4.5,Michiel Harberts,"Coffee was pretty good. Service a little slow, people in front of me chose another place. Double shot latte hit the spot."
First Love Coffee Collins St,ChIJu8iveCtd1moRf1RMo6LfaZA,"Tenancy 4/433 Collins St, Melbourne",4.5,Sambo Da Cambo,"Check out how artistic the barista is over here in their lattes, can you see the Swan 🦢  and the Lilly in these photos?
Came to check out this Cafe cause I needed a Matcha Latte afternoon hit and I was satisfied 😋 ☕
There is sparkling and straight tap water available for customers."
First Love Coffee Collins St,ChIJu8iveCtd1moRf1RMo6LfaZA,"Tenancy 4/433 Collins St, Melbourne",4.5,XZ C,"Wonderful place for a test after busy work. Tasty coffee, cozzy music and friendly staff make my day.

Share with my friends this gorgeous store in heart of Melbourne CBD under W hotel in Collin St.

Absolutely great experience and would come back. Strongly recommend!!!"
First Love Coffee Collins St,ChIJu8iveCtd1moRf1RMo6LfaZA,"Tenancy 4/433 Collins St, Melbourne",4.5,Steve Hui (IFLYFLAT),Perfect indoor and outdoor ☀️ spot with great coffee ☕😍.
Coffee Society,ChIJS3_p18Rp1moRd_K605lM09U,"574 St Kilda Rd, Melbourne",4.9,Simon Dormer,"Second time here in a week, great interior and place to catch the morning sunshine.

Great range of food too.

For those wanting to work, plenty of space and sockets under the seats for you power. Toilets are near the lifts."
Coffee Society,ChIJS3_p18Rp1moRd_K605lM09U,"574 St Kilda Rd, Melbourne",4.9,Rahul Rao,"Nice little cafe with very good coffee. I ate the breakfast burger, which was just perfect. The service is very quick and friendly."
Coffee Society,ChIJS3_p18Rp1moRd_K605lM09U,"574 St Kilda Rd, Melbourne",4.9,Tailini Diehl,"Really good coffee and food.
Staff friendly and the atmosphere is comfortable and calm.
Nice music/relaxing"
Coffee Society,ChIJS3_p18Rp1moRd_K605lM09U,"574 St Kilda Rd, Melbourne",4.9,Jora Shen,"The place was quite busy, but the food was the absolute best. The serves were huge and I could not even finish. The lady who served me was very friendly and helpful."
Coffee Society,ChIJS3_p18Rp1moRd_K605lM09U,"574 St Kilda Rd, Melbourne",4.9,Greek Aliti,"Cool little place, great flavours and friendly atmosphere. Very easy to miss if you’re driving past searching for something to eat or drink"
B3 Cafe,ChIJEw48ObRC1moRgNQTL8QyDhY,"15 Centre Pl, Melbourne",4.7,P F,"Wow never realised this place existed until a friend recommended it. Truly great value! I paid only $8 for a chicken schnitzel baguette. Got it toasted and didn’t have to wait a very long time even though it was very busy at lunch.

It tasted great and had good texture with the mix of crunchy schnitzel and soft baguette. I shall be back!"
B3 Cafe,ChIJEw48ObRC1moRgNQTL8QyDhY,"15 Centre Pl, Melbourne",4.7,Nicky O'Brien,"Always delicious. Have come here for years to grab a quick work lunch. Eggplant schnitzel is incredible. So fresh, so filling. And an absolute bargain 🤤"
B3 Cafe,ChIJEw48ObRC1moRgNQTL8QyDhY,"15 Centre Pl, Melbourne",4.7,Aaditya Beri,"This is a small place that closes at 4 PM on weekdays and does not open on weekends. So for someone like me who doesn't work in the city having a Baguette from here was a rare occasion. But whenever I do, I get a baguette from here, I enjoy it thoroughly.
The size of the baguettes is huge. They have 2 sizes, a big one and a really big one costing $5 and $7 resp. I love the chicken schnitzel Baguette from here which has a lot of chicken in it and tastes good. They sell quite a lot of baguettes everyday so you can expect them to be made fresh everyday. I have recommended this place to many of my friends who have enjoyed the baguettes from here. This place is great value for money."
B3 Cafe,ChIJEw48ObRC1moRgNQTL8QyDhY,"15 Centre Pl, Melbourne",4.7,GTNathan Gardiner,"Best baguettes in Melbourne.
Fantastic selection of fresh rolls with great fillings. If you want them heated up just ask, the staff are always friendly & willing to help."
B3 Cafe,ChIJEw48ObRC1moRgNQTL8QyDhY,"15 Centre Pl, Melbourne",4.7,Kirk Hogan,"I am in MELBOURNE a few times a month for work. This is the only place I visit for lunch. Tandoori Baguette (toasted) this the best. Fresh, warm, great flavour and good price! Do yourself a favour and treat yoirself!"
The Corner House Cafe and Shisha,ChIJvQC8zYNO1moRFxOIW22XyLY,"1 Gammage Blvd, Epping",4.5,Frances Salazar,It was pleasant dining in for brunch today with my children. Had the fisherman’s plate and definitely enjoyed it. the best part is also the iced coffee… looks so good and taste so great! will definitely go back! I love the lady from the counter she’s nice too.
The Corner House Cafe and Shisha,ChIJvQC8zYNO1moRFxOIW22XyLY,"1 Gammage Blvd, Epping",4.5,Ankush Arora,"Best Shisha in the town. Food quality was excellent 🤞The ambiance of this Place is simply fantastic! The Owner was friendly and attentive, always making sure me and my friends were comfortable and had everything I needed. In addition to the great drinks and music 🎶 ⭐️⭐️⭐️⭐️⭐️"
The Corner House Cafe and Shisha,ChIJvQC8zYNO1moRFxOIW22XyLY,"1 Gammage Blvd, Epping",4.5,Cassalamski,A very cute cafe located in the middle of a residential area. They have things for sale inside the cafe. Very relaxing atmosphere. Food and coffee are very good. Only thing I can pick on is it's a big hot inside due to glass ceiling and around. Overall it's a very nice place for brunch and coffee.
The Corner House Cafe and Shisha,ChIJvQC8zYNO1moRFxOIW22XyLY,"1 Gammage Blvd, Epping",4.5,Fiona S,"Our local cafe that I truly cannot fault. It’s the best tasting coffee in the area. The food tastes as good as it looks every time. Our go-tos are the Mediterranean big breakfast and smashed avo. Outdoor seating, pet friendly. I love that they also have gifts and flowers for last minute gifts. Thanks guys!"
The Corner House Cafe and Shisha,ChIJvQC8zYNO1moRFxOIW22XyLY,"1 Gammage Blvd, Epping",4.5,Rahul Puri,"What a great cafe filled up with a wonderful ambience, nice lovely people serving food with a smile. Loved our coffee as well, which was perfectly made, couldn't have asked for more on a cold winter morning! Keep it up guys, would love to come back again!!"
No22 Cafe,ChIJ__8PubdC1moRNUAd-y0GzwY,"140 Flinders St, Melbourne",5,Shannon Mauri,"Absolutely gorgeous little find for brunch ❤️
Amazing focaccia, the owners are beautiful authentic Italians who are so kind, friendly and passionate about their food. The flour is Italian and sits so light in your stomach. I had the vegan one, it was delicious. Hubby was brave and went with ""what mood chef was in"" he loved it! We had amazing coffee and looked over the street. Just perfect 👌
Thank you for your kind hospitality and warm welcome Cafe 22, we will recommend you to all we know xx"
No22 Cafe,ChIJ__8PubdC1moRNUAd-y0GzwY,"140 Flinders St, Melbourne",5,Azharul Islam,Amazing place; cute small setup with a top notch food. The service was like a 5-star hotel. We felt well treated. The bread was delicious and the combination was worth trying. I highly recommend this place people who love to taste authentic Italian focaccia bread. And the flour is imported all the way from Italy.
No22 Cafe,ChIJ__8PubdC1moRNUAd-y0GzwY,"140 Flinders St, Melbourne",5,Foodanddrinkmelbourne,"@n22cafe is lovingly run by husband and wife team, Tano and Jess. Located on Flinders St in CBD Melbourne, their cafe showcases authentic Italian focaccias, straight from their home region of Puglia.

We had:
🇮🇹 Autentica with Mortadella, Stracciatella cheese and crumbled pistachios
🥦 La Campana with Southern Italian style sausage and Friarielli
🚀 Tartufata with Prosciutto, black truffle, Stracciatella cheese and rocket
☕️ Skinny Latte and Skinny Piccolo

My favourites were the Tartufata and Autentica, and hubby adored the La Campana. The focaccias are so light and fresh, and the truly Italian ingredients take them to the next level. They are fully loaded and full of flavour!

Tano and Jess are amazing hosts with an obvious passion for what they do. And with so many focaccia options, there is definitely something for everyone."
No22 Cafe,ChIJ__8PubdC1moRNUAd-y0GzwY,"140 Flinders St, Melbourne",5,Luka Owens,"The most delicious sandwiches, and probably the best coffee I’ve had in years. The owners were so delightful to talk to. Highly recommend getting their recommended sandwiches, we had the authentic sandwich which was just insanely good. Thanks No22!"
No22 Cafe,ChIJ__8PubdC1moRNUAd-y0GzwY,"140 Flinders St, Melbourne",5,Eddie Whiteway,"Here in Melbourne on holiday, stopped here almost in disbelief as it had a 5 star average... but it definitely earns it!
The owner greeted us warmly from the moment we walked through the doors and explained the menu. He was very friendly, had good reccomendations, and was very warm - he came by our table often to chat and ensure our experience was going well. Was also very accommodating to dietary requests!

The food was very authentic and delicious, and the coffee was good.

This place didn't just feel like a meal but like an experience. Could not more highly reccomend it! Will be back next time we are in Melbourne!"
Industry Beans Lt. Collins,ChIJgRXO-rRC1moRwcB73rcSyIE,"345 Little Collins St, Melbourne",4.3,Thomas Zulliger,"Always worth a visit.
Nice flat white.
Love when they have free sparkling water to compliment your coffee drink.
Ceramic cup instead of paper cup upon request is perfect.
Sufficient seating which is nice on a rainy day in Melbourne.
Industry Beans should be on your list.
Recommended!"
Industry Beans Lt. Collins,ChIJgRXO-rRC1moRwcB73rcSyIE,"345 Little Collins St, Melbourne",4.3,Felicia Evelyn,Tried their ice latte and i think it’s more into the sweeter side (coffee’s not too strong). Brownies were good. Limited seating.
Industry Beans Lt. Collins,ChIJgRXO-rRC1moRwcB73rcSyIE,"345 Little Collins St, Melbourne",4.3,Tan T,"Not too bad for ice coffee but not sure if it’s just me but coffee bean didn’t felt the best. It was good to try but not maybe once in a while thing. The cafe set up is quite simpler and nice. Service was okish not very friendly.

Good for one time try."
Industry Beans Lt. Collins,ChIJgRXO-rRC1moRwcB73rcSyIE,"345 Little Collins St, Melbourne",4.3,Gigi T,"Very disappointing customer service. As a well-known coffee shop in the city, I expected above-average service. When we walked in, the barista, who was also handling the counter, rudely asked us to wait. Although we were not in a rush and waited patiently, she didn't make eye contact or greet us kindly when it was our turn to order. The store wasn’t busy, and while she seemed friendly with her co-worker, her attitude towards us, as customers, was unacceptable. This negatively impacted my coffee experience and the taste of my latte. Bad service and a bad impression of Industry Beans, which is supposed to be a must-try coffee spot. 😢"
Industry Beans Lt. Collins,ChIJgRXO-rRC1moRwcB73rcSyIE,"345 Little Collins St, Melbourne",4.3,Andreymae Meora,"My partner and I love flat white coffee, and they nailed it. Their pastries taste freshly baked—the almond croissant was crisp and had the right amount of filling; the peanut butter brownie was gooey."
Dixie Bakery Cafe,ChIJiQp40j5p1moRN2iyNLOuzMc,"224 Balaclava Rd, Caulfield North",4.8,Alexandros Karvounis,"I recently had breakfast at Dixie Bakery Cafe and had an incredibly positive experience. The food is absolutely delicious and the coffee is amazing. The staff are friendly and happy to recommend choices, which added to the welcoming atmosphere. They offer a great variety of options on their menu, all at reasonable prices. I particularly enjoyed the boreka breakfast. The venue itself is spacious with bright and pleasant decor, making it a delightful place to dine. I would definitely return!"
Dixie Bakery Cafe,ChIJiQp40j5p1moRN2iyNLOuzMc,"224 Balaclava Rd, Caulfield North",4.8,Lee Goldsmith,One of my favourite places to go! One that is definitely a regular! The shakshuka is next level! So much flavour! Everything is prepared with such attention to detail! Super delicious!
Dixie Bakery Cafe,ChIJiQp40j5p1moRN2iyNLOuzMc,"224 Balaclava Rd, Caulfield North",4.8,Tessa McMahon,"Coffee was great, loved my breakfast too, some great options and friendly staff. Recommend!!"
Dixie Bakery Cafe,ChIJiQp40j5p1moRN2iyNLOuzMc,"224 Balaclava Rd, Caulfield North",4.8,Hamish John Appleby,"My experience at Dixie cafe was very positive indeed. Famous for their sumptuous cakes, they also do lots of delicious savoury dishes - Roasted Sweet Potatoes And Beetroot Salad, Red Lentil Soup and Cheese and Spinach Bourekas, to name a few! The music is never too loud, the natural light in the cafe is relaxing and people are made to feel welcome, to take their time and savour what is on offer. Excellent service as well! 10/10 - Hamish John Appleby APPLEBY PHOTOGRAPHY"
Dixie Bakery Cafe,ChIJiQp40j5p1moRN2iyNLOuzMc,"224 Balaclava Rd, Caulfield North",4.8,Bar Attar,Great food! My favorite place for breakfast. And definitely the best muffins
